0,0,0,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,06/19/09 03:21 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,07/02/09 08:41 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,1,1,0,0,1,0,0,1,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,06/15/09 01:15 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,06/22/09 04:48 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
1,1,1,0,0,1,0,0,0,2,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,06/27/09 05:41 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
1,1,0,0,0,1,0,0,1,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,07/18/09 06:34 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
1,0,2,0,0,1,1,1,1,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,07/09/09 02:58 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
1,2,0,1,0,2,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,07/07/09 11:41 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,1,0,0,0,1,0,0,0,1,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,07/15/09 07:48 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/05/09 04:27 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
1,1,1,1,0,1,0,1,0,1,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,06/25/09 04:36 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/11/09 03:38 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
3,3,0,0,0,3,1,2,1,1,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/07/09 09:35 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/18/09 01:29 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,1,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/21/09 10:18 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,1,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/31/09 02:27 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,1,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,07/11/09 05:44 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,06/16/09 04:52 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,0,0,0,0,1,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/26/09 12:16 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
1,0,0,0,0,0,0,0,1,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/30/09 03:39 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
1,0,0,0,0,1,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,09/01/09 02:05 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/02/09 09:14 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,1,1,1,0,1,0,0,1,1,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,07/26/09 07:53 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,1,0,0,0,1,0,1,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,09/08/09 09:46 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
0,0,0,0,0,0,0,0,0,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,09/17/09 01:32 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
1,1,0,0,0,1,0,1,0,1,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,09/08/09 03:04 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
2,1,0,0,0,2,0,0,1,0,2.65,3.0,3.15,3.25,4.4,n,y,n,n,y,08/01/09 04:34 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1
